location_id,year,month,temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),zipcode
83,2023,6,17.866666666666667,17.563333333333333,51363.441333333336,36872.34333333334,0.17666666666666667,0.17666666666666667,0.0,1.4333333333333333,18.066666666666666,36.31333333333334,264.3333333333333,92114.0
83,2023,7,21.470967741935485,22.706451612903226,50629.45612903225,43439.68387096774,0.0064516129032258064,0.0064516129032258064,0.0,0.06451612903225806,16.087096774193547,34.641935483870974,257.9032258064516,92114.0
83,2023,8,22.5,24.083870967741937,47996.2564516129,40365.033548387095,1.3419354838709678,1.3419354838709678,0.0,0.9032258064516129,17.416129032258063,36.00967741935484,269.7096774193548,92114.0
83,2023,9,20.82,21.81,44542.168,33536.056333333334,0.2766666666666666,0.2766666666666666,0.0,1.5,17.3,34.95333333333333,261.93333333333334,92114.0
83,2023,10,19.73548387096774,19.603225806451615,40931.18709677419,35453.5035483871,0.14193548387096774,0.14193548387096774,0.0,0.9354838709677419,16.14516129032258,32.44193548387097,246.2258064516129,92114.0
83,2023,11,16.613333333333333,14.520000000000001,37774.508,31563.607333333333,1.57,1.57,0.0,2.1,17.303333333333335,33.42,171.16666666666666,92114.0
83,2023,12,14.025806451612903,12.264516129032257,36137.573870967746,29360.63129032258,1.2516129032258063,1.2516129032258063,0.0,1.903225806451613,14.248387096774193,28.161290322580644,116.83870967741936,92114.0
83,2024,1,12.170967741935485,10.40967741935484,36967.87612903226,28955.07064516129,3.3774193548387093,3.3774193548387093,0.0,2.5806451612903225,15.619354838709677,29.40967741935484,164.29032258064515,92114.0
83,2024,2,12.258620689655173,10.793103448275861,39704.11586206896,27604.90655172414,4.431034482758621,4.431034482758621,0.0,4.827586206896552,18.06896551724138,33.89655172413793,204.3448275862069,92114.0
83,2024,3,13.006451612903225,11.66451612903226,43234.25935483871,34300.21548387097,3.5451612903225804,3.5451612903225804,0.0,4.516129032258065,19.458064516129035,36.88387096774194,216.96774193548387,92114.0
83,2024,4,14.66,13.610000000000001,46857.92366666666,38751.09933333333,0.3366666666666667,0.3366666666666667,0.0,1.8333333333333333,18.35,36.24666666666667,257.76666666666665,92114.0
83,2024,5,16.364516129032257,15.832258064516129,49885.967741935485,41356.63548387097,0.0935483870967742,0.0935483870967742,0.0,0.41935483870967744,17.23225806451613,36.038709677419355,248.4516129032258,92114.0
83,2024,6,19.34333333333333,19.773333333333333,51373.15966666667,44857.20566666666,0.0,0.0,0.0,0.0,16.98,35.85333333333333,244.23333333333332,92114.0
83,2024,7,21.89032258064516,23.44193548387097,50583.537741935485,44755.36838709677,0.0,0.0,0.0,0.0,16.425806451612903,35.5,256.4193548387097,92114.0
83,2024,8,22.364516129032257,23.932258064516127,47917.68258064516,42544.197419354845,0.016129032258064516,0.016129032258064516,0.0,0.03225806451612903,16.77741935483871,35.6741935483871,254.70967741935485,92114.0
83,2024,9,21.66,22.483333333333334,44451.67533333333,39614.242,0.05,0.05,0.0,0.36666666666666664,17.56,36.04666666666667,264.9,92114.0
83,2024,10,19.66774193548387,19.570967741935487,40844.31548387097,35872.80096774194,0.06451612903225806,0.06451612903225806,0.0,0.41935483870967744,15.077419354838709,31.193548387096776,257.38709677419354,92114.0
83,2024,11,15.093333333333334,13.139999999999999,37709.56133333334,32060.165666666664,0.13333333333333333,0.13333333333333333,0.0,0.6333333333333333,12.766666666666667,30.466666666666665,198.7,92114.0
83,2024,12,13.890322580645162,12.361290322580645,36127.2864516129,30376.73064516129,0.03870967741935484,0.03870967741935484,0.0,0.25806451612903225,8.85483870967742,25.31935483870968,193.61290322580646,92114.0
83,2025,1,12.841935483870968,9.912903225806453,37017.360322580644,32907.426129032254,0.5064516129032258,0.5064516129032258,0.0,1.3225806451612903,12.658064516129032,33.07419354838709,109.3225806451613,92114.0
83,2025,2,14.685714285714285,13.5,39731.275,30937.000357142857,1.0714285714285714,1.0714285714285714,0.0,2.142857142857143,11.467857142857143,32.339285714285715,227.39285714285714,92114.0
83,2025,3,13.303333333333335,12.173333333333334,43144.007333333335,33729.80766666667,3.006666666666667,3.006666666666667,0.0,4.133333333333334,13.479999999999999,36.836666666666666,226.9,92114.0
84,2021,1,12.96774193548387,10.351612903225806,36998.01774193549,32171.527741935482,1.8129032258064515,1.8129032258064515,0.0,2.774193548387097,18.151612903225807,36.10967741935484,128.1290322580645,92115.0
84,2021,2,12.950000000000001,11.082142857142857,39717.79571428571,33192.0325,0.125,0.125,0.0,0.5357142857142857,16.317857142857143,31.942857142857143,198.17857142857142,92115.0
84,2021,3,12.751612903225807,10.63225806451613,43200.23645161291,36137.823548387096,1.2774193548387098,1.2774193548387098,0.0,3.193548387096774,20.580645161290324,40.47741935483871,227.03225806451613,92115.0
84,2021,4,16.176666666666666,14.736666666666668,46836.15233333334,36645.015666666666,0.18000000000000002,0.18000000000000002,0.0,1.2666666666666666,18.19,37.580000000000005,252.86666666666667,92115.0
84,2021,5,16.683870967741935,15.961290322580645,49880.5835483871,37780.61935483871,0.09032258064516129,0.09032258064516129,0.0,0.8064516129032258,17.793548387096774,37.83870967741935,239.96774193548387,92115.0
84,2021,6,19.36,19.636666666666667,51390.687000000005,43827.82666666667,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,17.34,37.336666666666666,249.7,92115.0
84,2021,7,22.016129032258064,23.261290322580646,50620.456774193546,43626.9535483871,0.041935483870967745,0.041935483870967745,0.0,0.12903225806451613,16.148387096774194,35.31612903225806,256.258064516129,92115.0
84,2021,8,22.451612903225808,23.693548387096776,47957.76677419355,38556.205483870974,0.0935483870967742,0.0935483870967742,0.0,0.7096774193548387,16.53548387096774,35.167741935483875,260.8709677419355,92115.0
84,2021,9,21.7,22.529999999999998,44488.27533333333,39224.6,0.02333333333333333,0.02333333333333333,0.0,0.23333333333333334,17.046666666666667,35.71,271.1666666666667,92115.0
84,2021,10,18.038709677419355,16.92258064516129,40867.5864516129,33305.80225806452,0.667741935483871,0.667741935483871,0.0,1.5806451612903225,18.35483870967742,35.04838709677419,246.03225806451613,92115.0
84,2021,11,17.053333333333335,15.496666666666666,37718.60533333333,32190.314666666665,0.0,0.0,0.0,0.0,15.023333333333333,30.29,205.56666666666666,92115.0
84,2021,12,12.038709677419355,10.193548387096774,36110.46967741936,22827.550000000003,3.1225806451612903,3.1225806451612903,0.0,5.32258064516129,17.596774193548388,31.925806451612903,192.2258064516129,92115.0
84,2022,1,13.064516129032258,10.964516129032257,36980.202580645164,30785.653870967744,0.41290322580645156,0.41290322580645156,0.0,0.7419354838709677,13.764516129032257,26.23225806451613,112.25806451612904,92115.0
84,2022,2,13.796428571428573,10.421428571428573,39691.74428571429,32764.753928571427,0.6464285714285715,0.6464285714285715,0.0,2.107142857142857,19.560714285714287,35.97857142857143,105.21428571428571,92115.0
84,2022,3,14.964516129032257,13.061290322580644,43169.26806451613,36540.010645161296,1.0129032258064516,1.0129032258064516,0.0,2.225806451612903,19.700000000000003,37.53548387096774,225.09677419354838,92115.0
84,2022,4,16.78666666666667,15.363333333333333,46809.93866666666,38797.92966666666,0.17,0.17,0.0,1.3,19.696666666666665,38.373333333333335,244.23333333333332,92115.0
84,2022,5,17.125806451612902,16.087096774193547,49860.60548387097,39716.16064516129,0.022580645161290325,0.022580645161290325,0.0,0.22580645161290322,19.203225806451613,38.28709677419355,240.51612903225808,92115.0
84,2022,6,20.259999999999998,20.663333333333334,51387.998,45542.42833333334,0.02,0.02,0.0,0.06666666666666667,17.696666666666665,36.276666666666664,242.86666666666667,92115.0
84,2022,7,21.309677419354838,22.325806451612905,50635.21709677419,42709.31322580645,0.40645161290322585,0.40645161290322585,0.0,0.1935483870967742,16.799999999999997,35.10645161290322,252.25806451612902,92115.0
84,2022,8,23.36774193548387,25.04516129032258,47981.95580645161,41941.31419354839,0.04516129032258064,0.04516129032258064,0.0,0.03225806451612903,17.738709677419354,36.24516129032258,258.5806451612903,92115.0
84,2022,9,23.746666666666666,25.383333333333333,44517.02366666667,36335.39866666667,2.3233333333333333,2.3233333333333333,0.0,2.0,17.946666666666665,35.21666666666667,253.1,92115.0
84,2022,10,19.36774193548387,19.55806451612903,40894.8529032258,31137.239677419355,0.4483870967741935,0.4483870967741935,0.0,1.5483870967741935,15.912903225806453,31.91290322580645,231.16129032258064,92115.0
84,2022,11,13.82,11.303333333333335,37739.484000000004,30782.719999999998,1.5333333333333334,1.5333333333333334,0.0,1.9666666666666666,18.006666666666668,33.95333333333333,128.6,92115.0
84,2022,12,12.154838709677419,10.14516129032258,36113.04,26705.03580645161,1.2161290322580647,1.2161290322580647,0.0,1.7741935483870968,15.8,29.267741935483873,157.74193548387098,92115.0
84,2023,1,11.225806451612904,8.80967741935484,36964.63483870967,25831.509677419355,6.02258064516129,6.02258064516129,0.0,6.516129032258065,20.1,37.061290322580646,148.16129032258064,92115.0
84,2023,2,10.717857142857143,7.7821428571428575,39664.47964285714,31428.022142857142,2.625,2.603571428571428,0.015,4.142857142857143,21.532142857142855,39.88928571428572,156.82142857142858,92115.0
84,2023,3,11.396774193548387,9.561290322580644,43139.49,28163.861612903223,4.893548387096774,4.893548387096774,0.0,6.258064516129032,19.683870967741935,36.62903225806452,238.03225806451613,92115.0
84,2023,4,14.263333333333332,13.113333333333333,46781.986000000004,37074.86433333333,0.09000000000000001,0.09000000000000001,0.0,0.7,17.763333333333332,35.13333333333333,272.8,92115.0
84,2023,5,15.932258064516128,15.041935483870969,49841.08612903226,33760.35967741936,0.5419354838709678,0.5419354838709678,0.0,2.161290322580645,17.719354838709677,35.196774193548386,251.4516129032258,92115.0
84,2023,6,17.84333333333333,17.483333333333334,51385.12266666666,35698.23233333333,0.18666666666666665,0.18666666666666665,0.0,1.4333333333333333,17.796666666666667,35.80333333333333,265.8,92115.0
84,2023,7,21.774193548387096,22.86774193548387,50649.01806451613,42891.88741935484,0.012903225806451613,0.012903225806451613,0.0,0.03225806451612903,16.70967741935484,34.377419354838715,258.4193548387097,92115.0
84,2023,8,22.567741935483873,23.983870967741936,48008.40483870968,39853.60322580645,1.364516129032258,1.364516129032258,0.0,1.0,18.293548387096774,36.541935483870965,273.9032258064516,92115.0
84,2023,9,20.92,21.726666666666667,44544.88766666667,33216.479,0.6733333333333333,0.6733333333333333,0.0,1.9333333333333333,17.646666666666665,34.9,266.5,92115.0
84,2023,10,19.616129032258065,19.325806451612905,40924.11516129033,35279.90838709677,0.1709677419354839,0.1709677419354839,0.0,1.1935483870967742,17.654838709677417,34.12580645161291,254.09677419354838,92115.0
84,2023,11,16.383333333333333,14.146666666666667,37758.676666666666,31475.771666666667,1.8466666666666667,1.8466666666666667,0.0,2.5,18.176666666666666,34.10666666666667,144.2,92115.0
84,2023,12,13.66451612903226,11.935483870967742,36117.05225806452,29392.770967741937,1.8419354838709676,1.8419354838709676,0.0,2.096774193548387,14.69032258064516,27.938709677419357,115.06451612903226,92115.0
84,2024,1,11.951612903225806,10.12258064516129,36949.74870967742,28808.876451612905,2.796774193548387,2.796774193548387,0.0,2.7096774193548385,16.625806451612902,30.24516129032258,149.4516129032258,92115.0
84,2024,2,12.096551724137932,10.551724137931034,39693.67448275862,27669.308620689655,5.76896551724138,5.76896551724138,0.0,5.310344827586207,19.20689655172414,34.62068965517241,170.0344827586207,92115.0
84,2024,3,12.819354838709677,11.403225806451612,43233.440322580645,34483.34580645161,3.403225806451613,3.403225806451613,0.0,4.774193548387097,20.461290322580645,37.541935483870965,219.96774193548387,92115.0
84,2024,4,14.456666666666667,13.370000000000001,46866.937999999995,38219.379,0.4233333333333333,0.4233333333333333,0.0,2.2333333333333334,19.0,36.01,261.23333333333335,92115.0
84,2024,5,16.364516129032257,15.72258064516129,49903.40645161291,40113.17193548387,0.08064516129032258,0.08064516129032258,0.0,0.2903225806451613,17.370967741935484,35.50967741935484,246.29032258064515,92115.0
84,2024,6,19.413333333333334,19.773333333333333,51394.871,43429.568,0.0,0.0,0.0,0.0,16.916666666666668,35.13333333333333,240.7,92115.0
84,2024,7,22.05483870967742,23.55806451612903,50602.966129032255,43849.20741935484,0.0,0.0,0.0,0.0,16.37741935483871,34.851612903225806,255.67741935483872,92115.0
84,2024,8,22.506451612903227,23.980645161290322,47929.61161290322,42228.24290322581,0.035483870967741936,0.035483870967741936,0.0,0.0967741935483871,16.783870967741933,35.03548387096774,254.03225806451613,92115.0
84,2024,9,21.73,22.396666666666665,44454.14833333333,38936.65733333333,0.05333333333333334,0.05333333333333334,0.0,0.4,18.003333333333334,36.05333333333333,265.96666666666664,92115.0
84,2024,10,19.63225806451613,19.383870967741935,40837.006129032256,35646.378387096775,0.04193548387096774,0.04193548387096774,0.0,0.3870967741935484,15.658064516129032,31.374193548387098,265.4193548387097,92115.0
84,2024,11,14.953333333333335,12.946666666666665,37693.547666666665,32108.805,0.18666666666666665,0.18666666666666665,0.0,1.0,13.603333333333333,30.85,218.1,92115.0
84,2024,12,13.803225806451612,12.209677419354838,36106.73387096774,30444.60193548387,0.06129032258064516,0.06129032258064516,0.0,0.1935483870967742,9.058064516129033,24.583870967741937,190.5483870967742,92115.0
84,2025,1,12.806451612903226,9.819354838709677,36999.372903225805,32631.332903225808,0.5903225806451613,0.5903225806451613,0.0,1.3870967741935485,12.44516129032258,32.806451612903224,111.58064516129032,92115.0
84,2025,2,14.617857142857144,13.339285714285714,39720.909999999996,30734.8425,1.275,1.275,0.0,2.4642857142857144,11.607142857142858,31.425,234.71428571428572,92115.0
