ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh,energy_type,TotalTherms,AverageTherms
91901,1,2021,R,Y,8377,5606431.0,669.0,electricity,0.0,0.0
91902,1,2021,R,N,6213,3277281.0,527.0,electricity,0.0,0.0
91905,1,2021,R,Y,301,221271.0,735.0,electricity,0.0,0.0
91906,1,2021,R,Y,2024,1634976.0,808.0,electricity,0.0,0.0
91910,1,2021,R,Y,25984,10347161.0,398.0,electricity,0.0,0.0
91911,1,2021,R,Y,24090,10420799.0,433.0,electricity,0.0,0.0
91913,1,2021,R,N,17415,6886122.0,395.0,electricity,0.0,0.0
91914,1,2021,R,N,5148,2266120.0,440.0,electricity,0.0,0.0
91915,1,2021,R,Y,10729,4211013.0,392.0,electricity,0.0,0.0
91917,1,2021,R,N,225,225888.0,1004.0,electricity,0.0,0.0
91932,1,2021,R,N,10329,3570765.0,346.0,electricity,0.0,0.0
91935,1,2021,R,N,2902,2315476.0,798.0,electricity,0.0,0.0
91941,1,2021,R,N,12876,6078990.0,472.0,electricity,0.0,0.0
91942,1,2021,R,N,18042,6952253.0,385.0,electricity,0.0,0.0
91945,1,2021,R,N,9346,3823158.0,409.0,electricity,0.0,0.0
91950,1,2021,R,Y,16159,6376406.0,395.0,electricity,0.0,0.0
91977,1,2021,R,N,19038,8390149.0,441.0,electricity,0.0,0.0
91978,1,2021,R,N,2979,1808801.0,607.0,electricity,0.0,0.0
92003,1,2021,R,N,1876,1406454.0,750.0,electricity,0.0,0.0
92004,1,2021,R,Y,2318,1224640.0,528.0,electricity,0.0,0.0
92007,1,2021,R,N,4643,2079833.0,448.0,electricity,0.0,0.0
92008,1,2021,R,N,12617,5476397.0,434.0,electricity,0.0,0.0
92009,1,2021,R,N,17011,7849177.0,461.0,electricity,0.0,0.0
92010,1,2021,R,N,7051,3164282.0,449.0,electricity,0.0,0.0
92011,1,2021,R,N,9738,5086663.0,522.0,electricity,0.0,0.0
92014,1,2021,R,N,6452,3823130.0,593.0,electricity,0.0,0.0
92019,1,2021,R,N,14973,7370374.0,492.0,electricity,0.0,0.0
92020,1,2021,R,N,21203,9180666.0,433.0,electricity,0.0,0.0
92021,1,2021,R,N,21868,10724906.0,490.0,electricity,0.0,0.0
92024,1,2021,R,Y,19872,10154698.0,511.0,electricity,0.0,0.0
92025,1,2021,R,Y,15985,7015330.0,439.0,electricity,0.0,0.0
92026,1,2021,R,Y,18362,8979138.0,489.0,electricity,0.0,0.0
92027,1,2021,R,Y,16488,7304089.0,443.0,electricity,0.0,0.0
92028,1,2021,R,Y,17220,9781223.0,568.0,electricity,0.0,0.0
92029,1,2021,R,N,7340,3876610.0,528.0,electricity,0.0,0.0
92036,1,2021,R,Y,2394,1665091.0,696.0,electricity,0.0,0.0
92037,1,2021,R,Y,19780,11460952.0,579.0,electricity,0.0,0.0
92040,1,2021,R,N,14410,8185306.0,568.0,electricity,0.0,0.0
92054,1,2021,R,Y,16455,6943586.0,422.0,electricity,0.0,0.0
92056,1,2021,R,N,20861,8325434.0,399.0,electricity,0.0,0.0
92057,1,2021,R,N,20227,8119437.0,401.0,electricity,0.0,0.0
92058,1,2021,R,Y,7395,4257159.0,576.0,electricity,0.0,0.0
92059,1,2021,R,N,547,457656.0,837.0,electricity,0.0,0.0
92061,1,2021,R,N,1020,986279.0,967.0,electricity,0.0,0.0
92064,1,2021,R,Y,15756,7969004.0,506.0,electricity,0.0,0.0
92065,1,2021,R,Y,12469,8605309.0,690.0,electricity,0.0,0.0
92067,1,2021,R,N,3977,6487883.0,1631.0,electricity,0.0,0.0
92069,1,2021,R,Y,15321,6359897.0,415.0,electricity,0.0,0.0
92071,1,2021,R,Y,20196,8946635.0,443.0,electricity,0.0,0.0
92075,1,2021,R,N,6084,3229896.0,531.0,electricity,0.0,0.0
92078,1,2021,R,N,17749,8350434.0,470.0,electricity,0.0,0.0
92081,1,2021,R,Y,11802,4793770.0,406.0,electricity,0.0,0.0
92082,1,2021,R,Y,6370,4936334.0,775.0,electricity,0.0,0.0
92083,1,2021,R,N,12011,5175983.0,431.0,electricity,0.0,0.0
92084,1,2021,R,Y,15546,7980917.0,513.0,electricity,0.0,0.0
92086,1,2021,R,Y,454,830625.0,1830.0,electricity,0.0,0.0
92091,1,2021,R,N,1018,912707.0,897.0,electricity,0.0,0.0
92101,1,2021,R,Y,27253,9495339.0,348.0,electricity,0.0,0.0
92102,1,2021,R,N,14476,5110625.0,353.0,electricity,0.0,0.0
92103,1,2021,R,Y,19227,6844331.0,356.0,electricity,0.0,0.0
92104,1,2021,R,N,24191,7149038.0,296.0,electricity,0.0,0.0
92105,1,2021,R,N,21892,7714483.0,352.0,electricity,0.0,0.0
92106,1,2021,R,Y,7829,3877412.0,495.0,electricity,0.0,0.0
92107,1,2021,R,N,14352,5441569.0,379.0,electricity,0.0,0.0
92108,1,2021,R,N,14967,5083970.0,340.0,electricity,0.0,0.0
92109,1,2021,R,N,25561,8999724.0,352.0,electricity,0.0,0.0
92110,1,2021,R,N,12373,4680849.0,378.0,electricity,0.0,0.0
92111,1,2021,R,Y,16662,6431244.0,386.0,electricity,0.0,0.0
92113,1,2021,R,N,12994,4731464.0,364.0,electricity,0.0,0.0
92114,1,2021,R,N,17848,7880959.0,442.0,electricity,0.0,0.0
92115,1,2021,R,Y,22115,8461204.0,383.0,electricity,0.0,0.0
92116,1,2021,R,N,18189,5489491.0,302.0,electricity,0.0,0.0
92117,1,2021,R,N,21114,8183352.0,388.0,electricity,0.0,0.0
92118,1,2021,R,Y,8210,5352459.0,652.0,electricity,0.0,0.0
92119,1,2021,R,N,10151,4068420.0,401.0,electricity,0.0,0.0
92120,1,2021,R,N,13033,5226579.0,401.0,electricity,0.0,0.0
92121,1,2021,R,Y,1925,765168.0,397.0,electricity,0.0,0.0
92122,1,2021,R,N,21783,8461742.0,388.0,electricity,0.0,0.0
92123,1,2021,R,Y,11873,4636260.0,390.0,electricity,0.0,0.0
92124,1,2021,R,N,9591,3682168.0,384.0,electricity,0.0,0.0
92126,1,2021,R,Y,25546,10230041.0,400.0,electricity,0.0,0.0
92127,1,2021,R,Y,17371,8160111.0,470.0,electricity,0.0,0.0
92128,1,2021,R,Y,21542,8639863.0,401.0,electricity,0.0,0.0
92129,1,2021,R,N,18228,7199323.0,395.0,electricity,0.0,0.0
92130,1,2021,R,N,23265,10435708.0,449.0,electricity,0.0,0.0
92131,1,2021,R,Y,12878,5369173.0,417.0,electricity,0.0,0.0
92139,1,2021,R,N,10295,4416409.0,429.0,electricity,0.0,0.0
92154,1,2021,R,Y,21339,9034102.0,423.0,electricity,0.0,0.0
92173,1,2021,R,N,6938,2222379.0,320.0,electricity,0.0,0.0
92624,1,2021,R,N,2956,1566777.0,530.0,electricity,0.0,0.0
92629,1,2021,R,N,13370,6394287.0,478.0,electricity,0.0,0.0
92651,1,2021,R,Y,1679,1111939.0,662.0,electricity,0.0,0.0
92653,1,2021,R,N,5873,3548474.0,604.0,electricity,0.0,0.0
92656,1,2021,R,N,2421,842221.0,348.0,electricity,0.0,0.0
92672,1,2021,R,Y,15983,7335030.0,459.0,electricity,0.0,0.0
92673,1,2021,R,N,10409,5553481.0,534.0,electricity,0.0,0.0
92675,1,2021,R,Y,11505,7309540.0,635.0,electricity,0.0,0.0
92677,1,2021,R,Y,23241,11014626.0,474.0,electricity,0.0,0.0
92679,1,2021,R,N,3274,2225426.0,680.0,electricity,0.0,0.0
92688,1,2021,R,N,2031,815464.0,402.0,electricity,0.0,0.0
92691,1,2021,R,Y,4049,1732483.0,428.0,electricity,0.0,0.0
92692,1,2021,R,Y,6482,2885146.0,445.0,electricity,0.0,0.0
92694,1,2021,R,N,12367,6062723.0,490.0,electricity,0.0,0.0
91901,2,2021,R,Y,8308,4081593.0,491.0,electricity,0.0,0.0
91902,2,2021,R,N,6171,2409548.0,390.0,electricity,0.0,0.0
91905,2,2021,R,Y,299,172039.0,575.0,electricity,0.0,0.0
91906,2,2021,R,Y,2020,1220033.0,604.0,electricity,0.0,0.0
91910,2,2021,R,Y,25753,8121522.0,315.0,electricity,0.0,0.0
91911,2,2021,R,Y,23883,8307324.0,348.0,electricity,0.0,0.0
91913,2,2021,R,N,17260,5374326.0,311.0,electricity,0.0,0.0
91914,2,2021,R,N,5127,1629282.0,318.0,electricity,0.0,0.0
91915,2,2021,R,Y,10649,3337474.0,313.0,electricity,0.0,0.0
91917,2,2021,R,N,224,175687.0,784.0,electricity,0.0,0.0
91932,2,2021,R,N,10182,2960220.0,291.0,electricity,0.0,0.0
91935,2,2021,R,N,2889,1559647.0,540.0,electricity,0.0,0.0
91941,2,2021,R,N,12778,4583163.0,359.0,electricity,0.0,0.0
91942,2,2021,R,N,17813,5582238.0,313.0,electricity,0.0,0.0
91945,2,2021,R,N,9252,3009913.0,325.0,electricity,0.0,0.0
91950,2,2021,R,Y,15991,5263990.0,329.0,electricity,0.0,0.0
91977,2,2021,R,N,18891,6513649.0,345.0,electricity,0.0,0.0
91978,2,2021,R,N,2965,1414556.0,477.0,electricity,0.0,0.0
92003,2,2021,R,N,1864,1070092.0,574.0,electricity,0.0,0.0
92004,2,2021,R,Y,2292,728525.0,318.0,electricity,0.0,0.0
92007,2,2021,R,N,4609,1687412.0,366.0,electricity,0.0,0.0
92008,2,2021,R,N,12479,4451100.0,357.0,electricity,0.0,0.0
92009,2,2021,R,N,16908,6063836.0,359.0,electricity,0.0,0.0
92010,2,2021,R,N,6999,2601023.0,372.0,electricity,0.0,0.0
92011,2,2021,R,N,9661,3963113.0,410.0,electricity,0.0,0.0
92014,2,2021,R,N,6410,3144480.0,491.0,electricity,0.0,0.0
92019,2,2021,R,N,14850,5329106.0,359.0,electricity,0.0,0.0
92020,2,2021,R,N,20908,6962784.0,333.0,electricity,0.0,0.0
92021,2,2021,R,N,21655,8094230.0,374.0,electricity,0.0,0.0
92024,2,2021,R,Y,19700,8063283.0,409.0,electricity,0.0,0.0
92025,2,2021,R,Y,15840,5324625.0,336.0,electricity,0.0,0.0
92026,2,2021,R,Y,18212,6800951.0,373.0,electricity,0.0,0.0
92027,2,2021,R,Y,16352,5502716.0,337.0,electricity,0.0,0.0
92028,2,2021,R,Y,17091,7206789.0,422.0,electricity,0.0,0.0
92029,2,2021,R,N,7290,2684940.0,368.0,electricity,0.0,0.0
92036,2,2021,R,Y,2378,1310817.0,551.0,electricity,0.0,0.0
92037,2,2021,R,Y,19576,9365353.0,478.0,electricity,0.0,0.0
92040,2,2021,R,N,14289,5887753.0,412.0,electricity,0.0,0.0
92054,2,2021,R,Y,16279,5663107.0,348.0,electricity,0.0,0.0
92056,2,2021,R,N,20689,6752582.0,326.0,electricity,0.0,0.0
92057,2,2021,R,N,20071,6491475.0,323.0,electricity,0.0,0.0
92058,2,2021,R,Y,7314,3085914.0,422.0,electricity,0.0,0.0
92059,2,2021,R,N,548,332156.0,606.0,electricity,0.0,0.0
92061,2,2021,R,N,1012,722248.0,714.0,electricity,0.0,0.0
92064,2,2021,R,Y,15679,5557658.0,354.0,electricity,0.0,0.0
92065,2,2021,R,Y,12403,6009833.0,485.0,electricity,0.0,0.0
92067,2,2021,R,N,3952,5065932.0,1282.0,electricity,0.0,0.0
92069,2,2021,R,Y,15174,4889178.0,322.0,electricity,0.0,0.0
92071,2,2021,R,Y,20074,6713531.0,334.0,electricity,0.0,0.0
92075,2,2021,R,N,6039,2649908.0,439.0,electricity,0.0,0.0
92078,2,2021,R,N,17609,6469916.0,367.0,electricity,0.0,0.0
92081,2,2021,R,Y,11671,3865486.0,331.0,electricity,0.0,0.0
92082,2,2021,R,Y,6349,3478802.0,548.0,electricity,0.0,0.0
92083,2,2021,R,N,11846,4135867.0,349.0,electricity,0.0,0.0
92084,2,2021,R,Y,15420,6161623.0,400.0,electricity,0.0,0.0
92086,2,2021,R,Y,451,533293.0,1182.0,electricity,0.0,0.0
92091,2,2021,R,N,1009,751938.0,745.0,electricity,0.0,0.0
92101,2,2021,R,Y,26768,8035708.0,300.0,electricity,0.0,0.0
92102,2,2021,R,N,14261,4060450.0,285.0,electricity,0.0,0.0
92103,2,2021,R,Y,18943,5515166.0,291.0,electricity,0.0,0.0
92104,2,2021,R,N,23834,5728865.0,240.0,electricity,0.0,0.0
92105,2,2021,R,N,21647,6262948.0,289.0,electricity,0.0,0.0
92106,2,2021,R,Y,7753,3024659.0,390.0,electricity,0.0,0.0
92107,2,2021,R,N,14199,4338399.0,306.0,electricity,0.0,0.0
92108,2,2021,R,N,14676,4256539.0,290.0,electricity,0.0,0.0
92109,2,2021,R,N,25252,7251577.0,287.0,electricity,0.0,0.0
92110,2,2021,R,N,12213,3738045.0,306.0,electricity,0.0,0.0
92111,2,2021,R,Y,16536,5195437.0,314.0,electricity,0.0,0.0
92113,2,2021,R,N,12889,3828849.0,297.0,electricity,0.0,0.0
92114,2,2021,R,N,17747,6258148.0,353.0,electricity,0.0,0.0
92115,2,2021,R,Y,21837,7001138.0,321.0,electricity,0.0,0.0
92116,2,2021,R,N,17919,4377433.0,244.0,electricity,0.0,0.0
92117,2,2021,R,N,20909,6506429.0,311.0,electricity,0.0,0.0
92118,2,2021,R,Y,8142,4217140.0,518.0,electricity,0.0,0.0
92119,2,2021,R,N,10057,3111456.0,309.0,electricity,0.0,0.0
92120,2,2021,R,N,12884,4011017.0,311.0,electricity,0.0,0.0
92121,2,2021,R,Y,1899,627762.0,331.0,electricity,0.0,0.0
92122,2,2021,R,N,21401,6987011.0,326.0,electricity,0.0,0.0
92123,2,2021,R,Y,11718,3697388.0,316.0,electricity,0.0,0.0
92124,2,2021,R,N,9488,2886608.0,304.0,electricity,0.0,0.0
92126,2,2021,R,Y,25314,8239509.0,325.0,electricity,0.0,0.0
92127,2,2021,R,Y,17244,6029529.0,350.0,electricity,0.0,0.0
92128,2,2021,R,Y,21312,6779005.0,318.0,electricity,0.0,0.0
92129,2,2021,R,N,18119,5556688.0,307.0,electricity,0.0,0.0
92130,2,2021,R,N,23055,8264743.0,358.0,electricity,0.0,0.0
92131,2,2021,R,Y,12794,3999255.0,313.0,electricity,0.0,0.0
92139,2,2021,R,N,10221,3527562.0,345.0,electricity,0.0,0.0
92154,2,2021,R,Y,21147,7413346.0,351.0,electricity,0.0,0.0
92173,2,2021,R,N,6894,1874392.0,272.0,electricity,0.0,0.0
92624,2,2021,R,N,2928,1308258.0,447.0,electricity,0.0,0.0
92629,2,2021,R,N,13250,5444186.0,411.0,electricity,0.0,0.0
92651,2,2021,R,Y,1668,929297.0,557.0,electricity,0.0,0.0
92653,2,2021,R,N,5835,2788652.0,478.0,electricity,0.0,0.0
92656,2,2021,R,N,2396,717314.0,299.0,electricity,0.0,0.0
92672,2,2021,R,Y,15858,6162932.0,389.0,electricity,0.0,0.0
92673,2,2021,R,N,10335,4460678.0,432.0,electricity,0.0,0.0
92675,2,2021,R,Y,11456,5978069.0,522.0,electricity,0.0,0.0
92677,2,2021,R,Y,23046,9183146.0,398.0,electricity,0.0,0.0
92679,2,2021,R,N,3261,1692206.0,519.0,electricity,0.0,0.0
92688,2,2021,R,N,2013,621387.0,309.0,electricity,0.0,0.0
92691,2,2021,R,Y,4001,1428388.0,357.0,electricity,0.0,0.0
92692,2,2021,R,Y,6430,2321031.0,361.0,electricity,0.0,0.0
92694,2,2021,R,N,12262,4811065.0,392.0,electricity,0.0,0.0
91901,3,2021,R,Y,8238,4250283.0,516.0,electricity,0.0,0.0
91902,3,2021,R,N,6123,2268490.0,370.0,electricity,0.0,0.0
91905,3,2021,R,Y,291,170763.0,587.0,electricity,0.0,0.0
91906,3,2021,R,Y,2006,1299759.0,648.0,electricity,0.0,0.0
91910,3,2021,R,Y,25527,8067393.0,316.0,electricity,0.0,0.0
91911,3,2021,R,Y,23658,8339937.0,353.0,electricity,0.0,0.0
91913,3,2021,R,N,17121,5262748.0,307.0,electricity,0.0,0.0
91914,3,2021,R,N,5101,1524315.0,299.0,electricity,0.0,0.0
91915,3,2021,R,Y,10570,3250510.0,308.0,electricity,0.0,0.0
91917,3,2021,R,N,221,172337.0,780.0,electricity,0.0,0.0
91932,3,2021,R,N,10046,2922646.0,291.0,electricity,0.0,0.0
91935,3,2021,R,N,2874,1565134.0,545.0,electricity,0.0,0.0
91941,3,2021,R,N,12653,4477382.0,354.0,electricity,0.0,0.0
91942,3,2021,R,N,17587,5689483.0,324.0,electricity,0.0,0.0
91945,3,2021,R,N,9160,2983594.0,326.0,electricity,0.0,0.0
91950,3,2021,R,Y,15829,5281215.0,334.0,electricity,0.0,0.0
91977,3,2021,R,N,18735,6459345.0,345.0,electricity,0.0,0.0
91978,3,2021,R,N,2943,1390514.0,472.0,electricity,0.0,0.0
92003,3,2021,R,N,1852,971989.0,525.0,electricity,0.0,0.0
92004,3,2021,R,Y,2265,639265.0,282.0,electricity,0.0,0.0
92007,3,2021,R,N,4563,1628484.0,357.0,electricity,0.0,0.0
92008,3,2021,R,N,12332,4291145.0,348.0,electricity,0.0,0.0
92009,3,2021,R,N,16777,5586447.0,333.0,electricity,0.0,0.0
92010,3,2021,R,N,6919,2467141.0,357.0,electricity,0.0,0.0
92011,3,2021,R,N,9592,3583652.0,374.0,electricity,0.0,0.0
92014,3,2021,R,N,6359,2988021.0,470.0,electricity,0.0,0.0
92019,3,2021,R,N,14743,5222391.0,354.0,electricity,0.0,0.0
92020,3,2021,R,N,20705,7036328.0,340.0,electricity,0.0,0.0
92021,3,2021,R,N,21444,8125099.0,379.0,electricity,0.0,0.0
92024,3,2021,R,Y,19565,7533475.0,385.0,electricity,0.0,0.0
92025,3,2021,R,Y,15689,5096541.0,325.0,electricity,0.0,0.0
92026,3,2021,R,Y,18063,6621683.0,367.0,electricity,0.0,0.0
92027,3,2021,R,Y,16233,5301014.0,327.0,electricity,0.0,0.0
92028,3,2021,R,Y,16969,6785297.0,400.0,electricity,0.0,0.0
92029,3,2021,R,N,7244,2423135.0,335.0,electricity,0.0,0.0
92036,3,2021,R,Y,2361,1457176.0,617.0,electricity,0.0,0.0
92037,3,2021,R,Y,19341,9147596.0,473.0,electricity,0.0,0.0
92040,3,2021,R,N,14160,5504138.0,389.0,electricity,0.0,0.0
92054,3,2021,R,Y,16094,5576134.0,346.0,electricity,0.0,0.0
92056,3,2021,R,N,20493,6529710.0,319.0,electricity,0.0,0.0
92057,3,2021,R,N,19926,6194013.0,311.0,electricity,0.0,0.0
92058,3,2021,R,Y,7236,2789805.0,386.0,electricity,0.0,0.0
92059,3,2021,R,N,545,329366.0,604.0,electricity,0.0,0.0
92061,3,2021,R,N,1007,710043.0,705.0,electricity,0.0,0.0
92064,3,2021,R,Y,15580,4867757.0,312.0,electricity,0.0,0.0
92065,3,2021,R,Y,12318,5934811.0,482.0,electricity,0.0,0.0
92067,3,2021,R,N,3918,4712005.0,1203.0,electricity,0.0,0.0
92069,3,2021,R,Y,15046,4707518.0,313.0,electricity,0.0,0.0
92071,3,2021,R,Y,19894,6447104.0,324.0,electricity,0.0,0.0
92075,3,2021,R,N,5988,2554997.0,427.0,electricity,0.0,0.0
92078,3,2021,R,N,17458,6217357.0,356.0,electricity,0.0,0.0
92081,3,2021,R,Y,11538,3790448.0,329.0,electricity,0.0,0.0
92082,3,2021,R,Y,6315,3395676.0,538.0,electricity,0.0,0.0
92083,3,2021,R,N,11686,4053692.0,347.0,electricity,0.0,0.0
92084,3,2021,R,Y,15317,5913335.0,386.0,electricity,0.0,0.0
92086,3,2021,R,Y,448,599178.0,1337.0,electricity,0.0,0.0
92091,3,2021,R,N,998,720752.0,722.0,electricity,0.0,0.0
92101,3,2021,R,Y,26187,8246141.0,315.0,electricity,0.0,0.0
92102,3,2021,R,N,14078,4075542.0,289.0,electricity,0.0,0.0
92103,3,2021,R,Y,18618,5603075.0,301.0,electricity,0.0,0.0
92104,3,2021,R,N,23418,5844378.0,250.0,electricity,0.0,0.0
92105,3,2021,R,N,21393,6394570.0,299.0,electricity,0.0,0.0
92106,3,2021,R,Y,7687,2924112.0,380.0,electricity,0.0,0.0
92107,3,2021,R,N,14014,4252308.0,303.0,electricity,0.0,0.0
92108,3,2021,R,N,14368,4406810.0,307.0,electricity,0.0,0.0
92109,3,2021,R,N,24847,7231406.0,291.0,electricity,0.0,0.0
92110,3,2021,R,N,12006,3700254.0,308.0,electricity,0.0,0.0
92111,3,2021,R,Y,16383,5150576.0,314.0,electricity,0.0,0.0
92113,3,2021,R,N,12765,3851747.0,302.0,electricity,0.0,0.0
92114,3,2021,R,N,17631,6044662.0,343.0,electricity,0.0,0.0
92115,3,2021,R,Y,21495,7056824.0,328.0,electricity,0.0,0.0
92116,3,2021,R,N,17597,4463155.0,254.0,electricity,0.0,0.0
92117,3,2021,R,N,20695,6257883.0,302.0,electricity,0.0,0.0
92118,3,2021,R,Y,8068,3853045.0,478.0,electricity,0.0,0.0
92119,3,2021,R,N,9966,3063332.0,307.0,electricity,0.0,0.0
92120,3,2021,R,N,12720,3897403.0,306.0,electricity,0.0,0.0
92121,3,2021,R,Y,1870,594628.0,318.0,electricity,0.0,0.0
92122,3,2021,R,N,21060,6838799.0,325.0,electricity,0.0,0.0
92123,3,2021,R,Y,11535,3545938.0,307.0,electricity,0.0,0.0
92124,3,2021,R,N,9376,2881175.0,307.0,electricity,0.0,0.0
92126,3,2021,R,Y,25068,8077413.0,322.0,electricity,0.0,0.0
92127,3,2021,R,Y,17117,5560250.0,325.0,electricity,0.0,0.0
92128,3,2021,R,Y,21099,6646554.0,315.0,electricity,0.0,0.0
92129,3,2021,R,N,17995,5267804.0,293.0,electricity,0.0,0.0
92130,3,2021,R,N,22835,7793689.0,341.0,electricity,0.0,0.0
92131,3,2021,R,Y,12708,3707504.0,292.0,electricity,0.0,0.0
92139,3,2021,R,N,10136,3496299.0,345.0,electricity,0.0,0.0
92154,3,2021,R,Y,20978,7165105.0,342.0,electricity,0.0,0.0
92173,3,2021,R,N,6841,1847143.0,270.0,electricity,0.0,0.0
92624,3,2021,R,N,2908,1313952.0,452.0,electricity,0.0,0.0
92629,3,2021,R,N,13098,5419167.0,414.0,electricity,0.0,0.0
92651,3,2021,R,Y,1657,946920.0,571.0,electricity,0.0,0.0
92653,3,2021,R,N,5797,2642969.0,456.0,electricity,0.0,0.0
92656,3,2021,R,N,2373,742617.0,313.0,electricity,0.0,0.0
92672,3,2021,R,Y,15707,6136241.0,391.0,electricity,0.0,0.0
92673,3,2021,R,N,10257,4200752.0,410.0,electricity,0.0,0.0
92675,3,2021,R,Y,11388,5838029.0,513.0,electricity,0.0,0.0
92677,3,2021,R,Y,22846,9293636.0,407.0,electricity,0.0,0.0
92679,3,2021,R,N,3243,1595775.0,492.0,electricity,0.0,0.0
92688,3,2021,R,N,1998,587396.0,294.0,electricity,0.0,0.0
92691,3,2021,R,Y,3959,1388306.0,351.0,electricity,0.0,0.0
92692,3,2021,R,Y,6385,2285862.0,358.0,electricity,0.0,0.0
92694,3,2021,R,N,12166,4640398.0,381.0,electricity,0.0,0.0
91901,4,2021,R,Y,7899,2687524.0,340.0,electricity,0.0,0.0
91902,4,2021,R,N,5825,1714798.0,294.0,electricity,0.0,0.0
91905,4,2021,R,Y,278,108639.0,391.0,electricity,0.0,0.0
91906,4,2021,R,Y,1945,853450.0,439.0,electricity,0.0,0.0
91910,4,2021,R,Y,24210,6382775.0,264.0,electricity,0.0,0.0
91911,4,2021,R,Y,22509,6647651.0,295.0,electricity,0.0,0.0
91913,4,2021,R,N,16192,4335535.0,268.0,electricity,0.0,0.0
91914,4,2021,R,N,4896,1140599.0,233.0,electricity,0.0,0.0
91915,4,2021,R,N,9957,2711930.0,272.0,electricity,0.0,0.0
91917,4,2021,R,N,208,126384.0,608.0,electricity,0.0,0.0
91932,4,2021,R,N,9278,2359587.0,254.0,electricity,0.0,0.0
91935,4,2021,R,N,2814,968767.0,344.0,electricity,0.0,0.0
91941,4,2021,R,N,12020,3392890.0,282.0,electricity,0.0,0.0
91942,4,2021,R,N,16398,4489618.0,274.0,electricity,0.0,0.0
91945,4,2021,R,N,8666,2334529.0,269.0,electricity,0.0,0.0
91950,4,2021,R,Y,15109,4443675.0,294.0,electricity,0.0,0.0
91977,4,2021,R,N,17854,5074315.0,284.0,electricity,0.0,0.0
91978,4,2021,R,N,2774,1161480.0,419.0,electricity,0.0,0.0
92003,4,2021,R,N,1781,642239.0,361.0,electricity,0.0,0.0
92004,4,2021,R,Y,2133,629293.0,295.0,electricity,0.0,0.0
92007,4,2021,R,N,4300,1289686.0,300.0,electricity,0.0,0.0
92008,4,2021,R,N,612,195609.0,320.0,electricity,0.0,0.0
92009,4,2021,R,N,633,92880.0,147.0,electricity,0.0,0.0
92010,4,2021,R,N,346,407849.0,1179.0,electricity,0.0,0.0
92011,4,2021,R,N,484,99560.0,206.0,electricity,0.0,0.0
92014,4,2021,R,N,3612,1305091.0,361.0,electricity,0.0,0.0
92019,4,2021,R,N,14003,3941260.0,281.0,electricity,0.0,0.0
92020,4,2021,R,N,19615,5627758.0,287.0,electricity,0.0,0.0
92021,4,2021,R,N,20239,6504653.0,321.0,electricity,0.0,0.0
92024,4,2021,R,Y,18670,5891908.0,316.0,electricity,0.0,0.0
92025,4,2021,R,Y,14873,3920917.0,264.0,electricity,0.0,0.0
92026,4,2021,R,N,17205,4754291.0,276.0,electricity,0.0,0.0
92027,4,2021,R,Y,15407,4085334.0,265.0,electricity,0.0,0.0
92028,4,2021,R,Y,16274,4848693.0,298.0,electricity,0.0,0.0
92029,4,2021,R,N,6891,2396036.0,348.0,electricity,0.0,0.0
92036,4,2021,R,Y,2253,956762.0,425.0,electricity,0.0,0.0
92037,4,2021,R,Y,18079,7396277.0,409.0,electricity,0.0,0.0
92040,4,2021,R,N,13476,4624031.0,343.0,electricity,0.0,0.0
92054,4,2021,R,Y,15176,4829071.0,318.0,electricity,0.0,0.0
92056,4,2021,R,N,19308,5277876.0,273.0,electricity,0.0,0.0
92057,4,2021,R,N,18809,4879413.0,259.0,electricity,0.0,0.0
92058,4,2021,R,Y,6785,2274495.0,335.0,electricity,0.0,0.0
92059,4,2021,R,N,531,248575.0,468.0,electricity,0.0,0.0
92061,4,2021,R,N,978,468242.0,479.0,electricity,0.0,0.0
92064,4,2021,R,Y,14965,3379666.0,226.0,electricity,0.0,0.0
92065,4,2021,R,Y,11852,3449624.0,291.0,electricity,0.0,0.0
92067,4,2021,R,N,3722,3663628.0,984.0,electricity,0.0,0.0
92069,4,2021,R,Y,14257,3707829.0,260.0,electricity,0.0,0.0
92071,4,2021,R,Y,18863,5381749.0,285.0,electricity,0.0,0.0
92075,4,2021,R,N,549,163297.0,297.0,electricity,0.0,0.0
92078,4,2021,R,N,16530,5027326.0,304.0,electricity,0.0,0.0
92081,4,2021,R,Y,10793,2987297.0,277.0,electricity,0.0,0.0
92082,4,2021,R,Y,6134,2149594.0,350.0,electricity,0.0,0.0
92083,4,2021,R,N,11039,3267811.0,296.0,electricity,0.0,0.0
92084,4,2021,R,Y,14706,4410559.0,300.0,electricity,0.0,0.0
92086,4,2021,R,Y,432,404499.0,936.0,electricity,0.0,0.0
92091,4,2021,R,N,925,586936.0,635.0,electricity,0.0,0.0
92101,4,2021,R,Y,23301,7067021.0,303.0,electricity,0.0,0.0
92102,4,2021,R,N,13052,3372792.0,258.0,electricity,0.0,0.0
92103,4,2021,R,Y,16997,4224880.0,249.0,electricity,0.0,0.0
92104,4,2021,R,N,21337,4459757.0,209.0,electricity,0.0,0.0
92105,4,2021,R,N,20184,5161350.0,256.0,electricity,0.0,0.0
92106,4,2021,R,Y,7249,2211748.0,305.0,electricity,0.0,0.0
92107,4,2021,R,N,13016,3291268.0,253.0,electricity,0.0,0.0
92108,4,2021,R,N,12805,3982409.0,311.0,electricity,0.0,0.0
