ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh,energy_type,TotalTherms,AverageTherms,location_id,temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°)
91950,6,2022,R,Y,15724,4961462.0,316.0,electricity,0.0,0.0,19,19.366666666666667,19.76333333333333,51344.65433333333,43705.907666666666,0.03,0.03,0.0,0.2333333333333333,20.28666666666667,38.51,245.5
91977,6,2022,R,N,18610,6533253.0,351.0,electricity,0.0,0.0,22,20.813333333333333,21.26333333333333,51366.306,47714.08933333333,0.0,0.0,0.0,0.0,16.43,37.63666666666666,256.3333333333333
91978,6,2022,R,N,2936,1351891.0,460.0,electricity,0.0,0.0,23,20.486666666666668,20.80333333333333,51366.306,47714.08933333333,0.0,0.0,0.0,0.0,16.43,37.63666666666666,256.3333333333333
92003,6,2022,R,N,1936,649128.0,335.0,electricity,0.0,0.0,25,20.91,21.66333333333333,51540.977666666666,47088.12766666667,0.1033333333333333,0.1033333333333333,0.0,0.2666666666666666,16.51,40.32666666666667,232.9333333333333
92004,6,2022,R,Y,2204,1323324.0,600.0,electricity,0.0,0.0,26,33.026666666666664,30.790000000000003,51519.00033333334,47956.015,0.0033333333333333,0.0033333333333333,0.0,0.0333333333333333,27.023333333333333,45.406666666666666,234.26666666666668
92007,6,2022,R,N,915,39533.0,43.0,electricity,0.0,0.0,27,19.24333333333333,20.08333333333333,51453.31333333333,44815.744,0.1333333333333333,0.1333333333333333,0.0,0.5666666666666667,16.693333333333335,35.24,243.06666666666663
92008,6,2022,R,N,2973,788312.0,265.0,electricity,0.0,0.0,28,19.96333333333333,20.88,51497.065,45654.415,0.3233333333333333,0.3233333333333333,0.0,0.2666666666666666,17.066666666666666,35.55,240.0
92009,6,2022,R,N,2664,671545.0,252.0,electricity,0.0,0.0,29,19.773333333333333,20.563333333333333,51475.168333333335,45775.364,0.3666666666666666,0.3666666666666666,0.0,0.1666666666666666,16.033333333333335,34.92333333333333,247.16666666666663
92010,6,2022,R,N,1505,578874.0,385.0,electricity,0.0,0.0,30,19.933333333333334,20.85,51497.065,45654.415,0.3233333333333333,0.3233333333333333,0.0,0.2666666666666666,17.066666666666666,35.55,240.0
92011,6,2022,R,N,1757,427932.0,244.0,electricity,0.0,0.0,31,20.016666666666666,20.90666666666667,51475.168333333335,45775.364,0.3666666666666666,0.3666666666666666,0.0,0.1666666666666666,16.033333333333335,34.92333333333333,247.16666666666663
92014,6,2022,R,N,2386,487207.0,204.0,electricity,0.0,0.0,32,19.85,20.87,51431.5,44639.56966666667,0.0733333333333333,0.0733333333333333,0.0,0.5333333333333333,16.576666666666668,34.35333333333333,244.2
92019,6,2022,R,N,14540,6613529.0,455.0,electricity,0.0,0.0,33,21.07,21.60333333333333,51387.998,47411.64033333333,0.0333333333333333,0.0333333333333333,0.0,0.0666666666666666,16.93,39.52333333333333,250.3
92020,6,2022,R,N,20661,8356726.0,404.0,electricity,0.0,0.0,34,21.16333333333333,21.723333333333336,51387.998,47411.64033333333,0.0333333333333333,0.0333333333333333,0.0,0.0666666666666666,16.93,39.52333333333333,250.3
92021,6,2022,R,N,21209,10881201.0,513.0,electricity,0.0,0.0,35,21.976666666666667,22.34333333333333,51409.72833333334,47355.37866666667,0.0033333333333333,0.0033333333333333,0.0,0.0333333333333333,16.61,37.156666666666666,254.3
92024,6,2022,R,Y,4397,62478.0,14.0,electricity,0.0,0.0,36,19.986666666666668,20.85666666666667,51475.168333333335,45775.364,0.3666666666666666,0.3666666666666666,0.0,0.1666666666666666,16.033333333333335,34.92333333333333,247.16666666666663
92025,6,2022,R,Y,15416,6004990.0,390.0,electricity,0.0,0.0,37,21.51333333333333,22.42,51475.168333333335,46416.06366666666,0.0666666666666666,0.0666666666666666,0.0,0.0333333333333333,15.44,35.32333333333334,253.66666666666663
92026,6,2022,R,N,18112,6568995.0,363.0,electricity,0.0,0.0,38,21.516666666666666,21.66,51519.00033333334,47263.772,0.0066666666666666,0.0066666666666666,0.0,0.0666666666666666,13.623333333333331,33.79,249.53333333333333
92027,6,2022,R,Y,16250,6856603.0,422.0,electricity,0.0,0.0,39,22.57333333333333,22.433333333333334,51497.065,47741.57533333333,0.0,0.0,0.0,0.0,14.47,36.833333333333336,243.66666666666663
92028,6,2022,R,Y,17121,5884979.0,344.0,electricity,0.0,0.0,40,21.8,22.133333333333333,51562.99933333333,47483.80866666666,0.02,0.02,0.0,0.0666666666666666,14.766666666666667,37.68,224.96666666666667
92029,6,2022,R,N,7248,3302619.0,456.0,electricity,0.0,0.0,41,20.5,21.03666666666667,51475.168333333335,46416.06366666666,0.0666666666666666,0.0666666666666666,0.0,0.0333333333333333,15.44,35.32333333333334,253.66666666666663
92036,6,2022,R,Y,2373,1021106.0,430.0,electricity,0.0,0.0,42,26.58,24.37,51453.31333333333,48220.366,0.0533333333333333,0.0533333333333333,0.0,0.1666666666666666,16.49,53.056666666666665,231.9333333333333
92037,6,2022,R,Y,2583,312852.0,121.0,electricity,0.0,0.0,43,19.926666666666662,20.75,51409.72833333334,44255.44833333333,0.0066666666666666,0.0066666666666666,0.0,0.0666666666666666,16.35,36.54333333333333,240.96666666666667
92040,6,2022,R,N,14013,7394341.0,528.0,electricity,0.0,0.0,44,23.043333333333333,23.06,51431.5,47710.29166666666,0.01,0.01,0.0,0.0333333333333333,15.556666666666668,39.99666666666667,249.63333333333333
92054,6,2022,R,Y,15918,4783361.0,301.0,electricity,0.0,0.0,45,19.37,20.28,51519.00033333334,45061.24833333333,0.2633333333333333,0.2633333333333333,0.0,0.7,17.936666666666667,35.2,226.46666666666667
92056,6,2022,R,N,20322,5530435.0,272.0,electricity,0.0,0.0,47,19.71333333333333,20.416666666666668,51519.00033333334,45942.429,0.2566666666666666,0.2566666666666666,0.0,0.2,18.136666666666667,36.68,233.16666666666663
92057,6,2022,R,Y,19679,5469955.0,278.0,electricity,0.0,0.0,48,20.53,21.446666666666665,51540.977666666666,46330.75066666667,0.25,0.25,0.0,0.3,17.493333333333336,39.79,227.96666666666667
92058,6,2022,R,Y,7190,3193360.0,444.0,electricity,0.0,0.0,49,20.23333333333333,21.03666666666667,51540.977666666666,46330.75066666667,0.25,0.25,0.0,0.3,17.493333333333336,39.79,227.96666666666667
92059,6,2022,R,N,524,366538.0,699.0,electricity,0.0,0.0,50,21.37333333333333,21.576666666666664,51562.99933333333,47483.80866666666,0.02,0.02,0.0,0.0666666666666666,14.766666666666667,37.68,224.96666666666667
92061,6,2022,R,N,987,648235.0,657.0,electricity,0.0,0.0,52,23.543333333333333,23.683333333333334,51540.977666666666,47981.748,0.0,0.0,0.0,0.0,11.036666666666669,36.96666666666667,233.83333333333331
92064,6,2022,R,Y,15536,5328311.0,343.0,electricity,0.0,0.0,53,21.2,21.74333333333333,51453.31333333333,46353.241,0.0666666666666666,0.0666666666666666,0.0,0.0333333333333333,15.5,37.28333333333333,250.33333333333331
92065,6,2022,R,Y,12252,6071917.0,496.0,electricity,0.0,0.0,54,22.736666666666668,22.55,51475.168333333335,47699.24466666667,0.0,0.0,0.0,0.0,16.576666666666668,34.593333333333334,247.6
92067,6,2022,R,N,3697,3819081.0,1033.0,electricity,0.0,0.0,56,20.52,21.40666666666667,51453.31333333333,45773.10566666666,0.26,0.26,0.0,0.2333333333333333,15.213333333333331,36.46666666666667,250.63333333333333
92069,6,2022,R,Y,14943,4479231.0,300.0,electricity,0.0,0.0,57,20.633333333333333,21.206666666666667,51497.065,46537.888666666666,0.0733333333333333,0.0733333333333333,0.0,0.0333333333333333,15.79,34.64,251.2
92071,6,2022,R,Y,19907,8588564.0,431.0,electricity,0.0,0.0,59,21.53,22.063333333333333,51409.72833333334,46602.56333333333,0.0733333333333333,0.0733333333333333,0.0,0.1666666666666666,17.209999999999997,36.09333333333333,246.6
92075,6,2022,R,N,5835,1976013.0,339.0,electricity,0.0,0.0,60,19.183333333333334,19.986666666666668,51453.31333333333,44815.744,0.1333333333333333,0.1333333333333333,0.0,0.5666666666666667,16.693333333333335,35.24,243.06666666666663
92078,6,2022,R,N,17434,5706424.0,327.0,electricity,0.0,0.0,61,20.473333333333336,21.00333333333333,51497.065,46537.888666666666,0.0733333333333333,0.0733333333333333,0.0,0.0333333333333333,15.79,34.64,251.2
92081,6,2022,R,Y,11472,3436672.0,300.0,electricity,0.0,0.0,62,19.38,20.08,51497.065,45654.415,0.3233333333333333,0.3233333333333333,0.0,0.2666666666666666,17.066666666666666,35.55,240.0
92082,6,2022,R,Y,6560,3036842.0,463.0,electricity,0.0,0.0,63,23.47,23.613333333333333,51540.977666666666,47981.748,0.0,0.0,0.0,0.0,11.036666666666669,36.96666666666667,233.83333333333331
92083,6,2022,R,N,11803,3765496.0,319.0,electricity,0.0,0.0,64,19.633333333333333,20.30333333333333,51519.00033333334,45942.429,0.2566666666666666,0.2566666666666666,0.0,0.2,18.136666666666667,36.68,233.16666666666663
92084,6,2022,R,Y,15608,4755221.0,305.0,electricity,0.0,0.0,65,19.88,20.22,51519.00033333334,46781.41166666667,0.08,0.08,0.0,0.1,16.35,36.68333333333333,243.96666666666667
92086,6,2022,R,Y,441,462701.0,1049.0,electricity,0.0,0.0,66,25.62,23.613333333333333,51540.977666666666,48312.51866666667,0.0366666666666666,0.0366666666666666,0.0,0.1,16.09,59.26,220.8
92091,6,2022,R,N,977,598432.0,613.0,electricity,0.0,0.0,67,20.44333333333333,21.31,51453.31333333333,45773.10566666666,0.26,0.26,0.0,0.2333333333333333,15.213333333333331,36.46666666666667,250.63333333333333
92101,6,2022,R,Y,2523,830683.0,329.0,electricity,0.0,0.0,71,19.60333333333333,20.226666666666667,51366.306,43297.13533333333,0.0166666666666666,0.0166666666666666,0.0,0.1333333333333333,19.566666666666663,37.00666666666667,242.9
92102,6,2022,R,N,1393,227035.0,163.0,electricity,0.0,0.0,72,19.426666666666662,19.97,51366.306,43297.13533333333,0.0166666666666666,0.0166666666666666,0.0,0.1333333333333333,19.566666666666663,37.00666666666667,242.9
92103,6,2022,R,Y,2025,148808.0,73.0,electricity,0.0,0.0,73,19.05333333333333,19.476666666666667,51366.306,43297.13533333333,0.0166666666666666,0.0166666666666666,0.0,0.1333333333333333,19.566666666666663,37.00666666666667,242.9
92104,6,2022,R,N,2399,140224.0,58.0,electricity,0.0,0.0,74,18.93,19.30333333333333,51366.306,43297.13533333333,0.0166666666666666,0.0166666666666666,0.0,0.1333333333333333,19.566666666666663,37.00666666666667,242.9
92105,6,2022,R,N,1914,127008.0,66.0,electricity,0.0,0.0,75,19.10333333333333,19.53,51366.306,43297.13533333333,0.0166666666666666,0.0166666666666666,0.0,0.1333333333333333,19.566666666666663,37.00666666666667,242.9
92106,6,2022,R,Y,1313,-51247.0,-39.0,electricity,0.0,0.0,76,19.506666666666668,20.076666666666664,51366.306,43297.13533333333,0.0166666666666666,0.0166666666666666,0.0,0.1333333333333333,19.566666666666663,37.00666666666667,242.9
92107,6,2022,R,N,1478,21415.0,14.0,electricity,0.0,0.0,77,19.21333333333333,19.68,51366.306,43297.13533333333,0.0166666666666666,0.0166666666666666,0.0,0.1333333333333333,19.566666666666663,37.00666666666667,242.9
92108,6,2022,R,N,10614,665538.0,63.0,electricity,0.0,0.0,78,19.67,20.383333333333333,51387.998,43844.26,0.0133333333333333,0.0133333333333333,0.0,0.1,17.17,36.77333333333333,240.4333333333333
92109,6,2022,R,N,2733,364553.0,133.0,electricity,0.0,0.0,79,19.826666666666664,20.59333333333333,51387.998,43844.26,0.0133333333333333,0.0133333333333333,0.0,0.1,17.17,36.77333333333333,240.4333333333333
92110,6,2022,R,N,1432,1390855.0,971.0,electricity,0.0,0.0,80,19.80333333333333,20.563333333333333,51387.998,43844.26,0.0133333333333333,0.0133333333333333,0.0,0.1,17.17,36.77333333333333,240.4333333333333
92111,6,2022,R,Y,2026,3885.0,2.0,electricity,0.0,0.0,81,19.226666666666667,19.78333333333333,51387.998,43844.26,0.0133333333333333,0.0133333333333333,0.0,0.1,17.17,36.77333333333333,240.4333333333333
92113,6,2022,R,N,1095,82457.0,75.0,electricity,0.0,0.0,82,19.51333333333333,20.08333333333333,51366.306,43297.13533333333,0.0166666666666666,0.0166666666666666,0.0,0.1333333333333333,19.566666666666663,37.00666666666667,242.9
92114,6,2022,R,N,3402,-105223.0,-31.0,electricity,0.0,0.0,83,20.176666666666662,20.683333333333334,51366.306,46388.89599999999,0.0066666666666666,0.0066666666666666,0.0,0.0333333333333333,18.203333333333333,36.723333333333336,245.7333333333333
92115,6,2022,R,Y,2926,-540450.0,-185.0,electricity,0.0,0.0,84,20.26,20.66333333333333,51387.998,45542.42833333334,0.02,0.02,0.0,0.0666666666666666,17.696666666666665,36.27666666666666,242.86666666666667
92116,6,2022,R,N,1814,88156.0,49.0,electricity,0.0,0.0,85,19.043333333333333,19.543333333333333,51387.998,43844.26,0.0133333333333333,0.0133333333333333,0.0,0.1,17.17,36.77333333333333,240.4333333333333
92117,6,2022,R,N,3329,-222682.0,-67.0,electricity,0.0,0.0,86,19.19333333333333,19.73333333333333,51387.998,43844.26,0.0133333333333333,0.0133333333333333,0.0,0.1,17.17,36.77333333333333,240.4333333333333
92118,6,2022,R,Y,7976,4028006.0,505.0,electricity,0.0,0.0,87,19.53,20.006666666666668,51344.65433333333,43705.907666666666,0.03,0.03,0.0,0.2333333333333333,20.28666666666667,38.51,245.5
92119,6,2022,R,N,2254,53689.0,24.0,electricity,0.0,0.0,88,19.74333333333333,19.80666666666667,51387.998,47411.64033333333,0.0333333333333333,0.0333333333333333,0.0,0.0666666666666666,16.93,39.52333333333333,250.3
92120,6,2022,R,N,9033,242944.0,27.0,electricity,0.0,0.0,89,20.46,20.94333333333333,51387.998,45542.42833333334,0.02,0.02,0.0,0.0666666666666666,17.696666666666665,36.27666666666666,242.86666666666667
92121,6,2022,R,Y,328,1107445.0,3376.0,electricity,0.0,0.0,90,19.540000000000003,20.23,51409.72833333334,44255.44833333333,0.0066666666666666,0.0066666666666666,0.0,0.0666666666666666,16.35,36.54333333333333,240.96666666666667
92122,6,2022,R,N,2772,175102.0,63.0,electricity,0.0,0.0,91,19.416666666666668,20.05333333333333,51409.72833333334,44255.44833333333,0.0066666666666666,0.0066666666666666,0.0,0.0666666666666666,16.35,36.54333333333333,240.96666666666667
92123,6,2022,R,Y,1714,1186108.0,692.0,electricity,0.0,0.0,92,19.026666666666664,19.516666666666666,51387.998,43844.26,0.0133333333333333,0.0133333333333333,0.0,0.1,17.17,36.77333333333333,240.4333333333333
92124,6,2022,R,N,8483,189258.0,22.0,electricity,0.0,0.0,93,20.12333333333333,20.49,51387.998,45542.42833333334,0.02,0.02,0.0,0.0666666666666666,17.696666666666665,36.27666666666666,242.86666666666667
92126,6,2022,R,Y,3507,164368.0,47.0,electricity,0.0,0.0,94,20.76333333333333,21.36,51431.5,45613.03766666667,0.2133333333333333,0.2133333333333333,0.0,0.1,15.786666666666669,33.57333333333334,246.1
92127,6,2022,R,N,9262,2480613.0,268.0,electricity,0.0,0.0,95,19.99333333333333,20.66333333333333,51453.31333333333,45773.10566666666,0.26,0.26,0.0,0.2333333333333333,15.213333333333331,36.46666666666667,250.63333333333333
92128,6,2022,R,Y,3649,164957.0,45.0,electricity,0.0,0.0,96,20.96333333333333,21.41333333333333,51453.31333333333,46353.241,0.0666666666666666,0.0666666666666666,0.0,0.0333333333333333,15.5,37.28333333333333,250.33333333333331
92129,6,2022,R,N,4400,-241852.0,-55.0,electricity,0.0,0.0,97,20.50333333333333,21.02,51431.5,45613.03766666667,0.2133333333333333,0.2133333333333333,0.0,0.1,15.786666666666669,33.57333333333334,246.1
92130,6,2022,R,N,4636,-162995.0,-35.0,electricity,0.0,0.0,98,19.63,20.566666666666663,51431.5,44639.56966666667,0.0733333333333333,0.0733333333333333,0.0,0.5333333333333333,16.576666666666668,34.35333333333333,244.2
92131,6,2022,R,Y,3152,43728.0,14.0,electricity,0.0,0.0,99,20.24333333333333,20.566666666666663,51409.72833333334,45417.21733333333,0.0766666666666666,0.0766666666666666,0.0,0.0666666666666666,16.596666666666668,34.580000000000005,242.06666666666663
92139,6,2022,R,N,1527,374380.0,245.0,electricity,0.0,0.0,104,20.43,21.1,51344.65433333333,46783.32266666667,0.0,0.0,0.0,0.0,17.3,35.35333333333333,250.83333333333331
92154,6,2022,R,Y,2923,246222.0,84.0,electricity,0.0,0.0,108,20.12,20.65,51323.044,46868.714,0.0033333333333333,0.0033333333333333,0.0,0.0333333333333333,16.71333333333333,34.01,259.2
92173,6,2022,R,N,638,-95148.0,-149.0,electricity,0.0,0.0,111,19.35,19.996666666666663,51323.044,44568.609,0.0233333333333333,0.0233333333333333,0.0,0.2,18.32333333333333,37.193333333333335,246.7
92672,6,2022,R,Y,15499,5340296.0,345.0,electricity,0.0,0.0,114,19.473333333333336,20.17,51562.99933333333,45639.10833333333,0.2333333333333333,0.2333333333333333,0.0,0.5333333333333333,15.426666666666668,34.656666666666666,223.76666666666668
91901,7,2022,R,Y,2406,1206824.0,502.0,electricity,0.0,0.0,0,23.141935483870967,23.793548387096774,50635.21709677419,46013.6370967742,0.0387096774193548,0.0387096774193548,0.0,0.1290322580645161,14.23225806451613,36.15806451612904,288.2903225806452
91902,7,2022,R,N,953,143899.0,151.0,electricity,0.0,0.0,1,21.406451612903226,22.661290322580644,50596.20870967742,43259.100967741935,0.5612903225806452,0.5612903225806452,0.0,0.2258064516129032,16.919354838709676,34.8,261.03225806451616
91906,7,2022,R,Y,481,443561.0,922.0,electricity,0.0,0.0,3,25.003225806451614,24.34193548387097,50596.20870967742,46292.1829032258,0.4193548387096774,0.4193548387096774,0.0,0.3548387096774194,18.387096774193548,45.44193548387097,253.1935483870968
91910,7,2022,R,Y,1107,272615.0,246.0,electricity,0.0,0.0,4,20.425806451612903,21.30322580645161,50596.20870967742,41463.47709677419,0.432258064516129,0.432258064516129,0.0,0.2580645161290322,19.345161290322583,37.43870967741936,262.3225806451613
91911,7,2022,R,Y,880,231250.0,263.0,electricity,0.0,0.0,5,20.12903225806452,21.17419354838709,50576.757741935486,41414.65096774193,0.5838709677419354,0.5838709677419354,0.0,0.3225806451612903,17.283870967741933,35.961290322580645,265.4516129032258
91913,7,2022,R,N,949,291768.0,307.0,electricity,0.0,0.0,6,20.91935483870968,21.98709677419355,50596.20870967742,43259.100967741935,0.5612903225806452,0.5612903225806452,0.0,0.2258064516129032,16.919354838709676,34.8,261.03225806451616
91914,7,2022,R,N,206,63539.0,308.0,electricity,0.0,0.0,7,20.448387096774194,21.32903225806452,50596.20870967742,43259.100967741935,0.5612903225806452,0.5612903225806452,0.0,0.2258064516129032,16.919354838709676,34.8,261.03225806451616
91915,7,2022,R,Y,580,193269.0,333.0,electricity,0.0,0.0,8,20.748387096774195,21.73548387096774,50596.20870967742,43259.100967741935,0.5612903225806452,0.5612903225806452,0.0,0.2258064516129032,16.919354838709676,34.8,261.03225806451616
91932,7,2022,R,N,758,174035.0,230.0,electricity,0.0,0.0,12,20.55806451612903,21.77741935483871,50576.757741935486,41414.65096774193,0.5838709677419354,0.5838709677419354,0.0,0.3225806451612903,17.283870967741933,35.961290322580645,265.4516129032258
91935,7,2022,R,N,967,271201.0,280.0,electricity,0.0,0.0,14,21.36774193548387,22.125806451612902,50615.69645161291,45086.92,0.0290322580645161,0.0290322580645161,0.0,0.1290322580645161,14.703225806451613,34.53225806451613,280.48387096774195
91941,7,2022,R,N,1814,447081.0,246.0,electricity,0.0,0.0,15,21.51935483870968,22.654838709677417,50635.21709677419,44305.15290322581,0.1354838709677419,0.1354838709677419,0.0,0.1612903225806451,15.99032258064516,37.82258064516129,253.32258064516128
91942,7,2022,R,N,1299,459063.0,353.0,electricity,0.0,0.0,16,21.08709677419355,22.0258064516129,50635.21709677419,42709.31322580645,0.4064516129032258,0.4064516129032258,0.0,0.1935483870967742,16.799999999999997,35.10645161290322,252.25806451612905
91945,7,2022,R,N,7266,2782643.0,383.0,electricity,0.0,0.0,17,21.04516129032258,22.080645161290324,50615.69645161291,43132.45516129032,0.5645161290322581,0.5645161290322581,0.0,0.1935483870967742,17.490322580645163,35.87096774193548,253.58064516129036
91950,7,2022,R,Y,843,319353.0,379.0,electricity,0.0,0.0,19,20.503225806451614,21.43870967741936,50596.20870967742,41463.47709677419,0.432258064516129,0.432258064516129,0.0,0.2580645161290322,19.345161290322583,37.43870967741936,262.3225806451613
91977,7,2022,R,N,2454,414481.0,169.0,electricity,0.0,0.0,22,21.24516129032258,22.358064516129037,50615.69645161291,44705.2935483871,0.1387096774193548,0.1387096774193548,0.0,0.0967741935483871,16.032258064516128,36.91290322580645,260.96774193548384
91978,7,2022,R,N,467,73935.0,158.0,electricity,0.0,0.0,23,20.9,21.887096774193548,50615.69645161291,44705.2935483871,0.1387096774193548,0.1387096774193548,0.0,0.0967741935483871,16.032258064516128,36.91290322580645,260.96774193548384
92003,7,2022,R,N,423,59520.0,141.0,electricity,0.0,0.0,25,21.490322580645163,22.932258064516127,50772.8764516129,45326.77258064516,0.0677419354838709,0.0677419354838709,0.0,0.0967741935483871,15.996774193548388,39.70967741935484,235.96774193548387
92004,7,2022,R,Y,387,291247.0,753.0,electricity,0.0,0.0,26,35.54516129032258,34.487096774193546,50753.10225806452,46354.07258064516,0.0354838709677419,0.0354838709677419,0.0,0.0967741935483871,25.55806451612903,42.3,209.4516129032258
92007,7,2022,R,N,360,103393.0,287.0,electricity,0.0,0.0,27,20.345161290322583,21.677419354838708,50693.99709677419,43568.69451612904,0.4580645161290322,0.4580645161290322,0.0,0.4838709677419355,16.45806451612903,35.21290322580645,255.80645161290323
92008,7,2022,R,N,2091,712291.0,341.0,electricity,0.0,0.0,28,21.07741935483871,22.506451612903227,50733.36483870968,44759.78935483871,0.0096774193548387,0.0096774193548387,0.0,0.0967741935483871,17.18064516129032,35.690322580645166,248.6129032258065
92009,7,2022,R,N,2066,628035.0,304.0,electricity,0.0,0.0,29,20.758064516129032,22.106451612903225,50713.66129032258,44727.26161290323,0.0258064516129032,0.0258064516129032,0.0,0.1612903225806451,15.725806451612904,34.49677419354839,255.2258064516129
92010,7,2022,R,N,1093,1069676.0,979.0,electricity,0.0,0.0,30,21.041935483870965,22.483870967741936,50733.36483870968,44759.78935483871,0.0096774193548387,0.0096774193548387,0.0,0.0967741935483871,17.18064516129032,35.690322580645166,248.6129032258065
92011,7,2022,R,N,1347,387551.0,288.0,electricity,0.0,0.0,31,21.00967741935484,22.451612903225808,50713.66129032258,44727.26161290323,0.0258064516129032,0.0258064516129032,0.0,0.1612903225806451,15.725806451612904,34.49677419354839,255.2258064516129
92014,7,2022,R,N,938,348546.0,372.0,electricity,0.0,0.0,32,20.80967741935484,22.306451612903224,50674.36677419355,42505.4964516129,0.7580645161290323,0.7580645161290323,0.0,0.5483870967741935,16.706451612903226,34.68709677419355,258.96774193548384
92019,7,2022,R,N,6437,3614586.0,562.0,electricity,0.0,0.0,33,21.75483870967742,23.003225806451614,50635.21709677419,44305.15290322581,0.1354838709677419,0.1354838709677419,0.0,0.1612903225806451,15.99032258064516,37.82258064516129,253.32258064516128
92020,7,2022,R,N,16048,7576796.0,472.0,electricity,0.0,0.0,34,21.848387096774196,23.11935483870968,50635.21709677419,44305.15290322581,0.1354838709677419,0.1354838709677419,0.0,0.1612903225806451,15.99032258064516,37.82258064516129,253.32258064516128
92021,7,2022,R,N,9621,5208853.0,541.0,electricity,0.0,0.0,35,22.154838709677417,23.258064516129032,50654.77322580645,44589.35193548387,0.0483870967741935,0.0483870967741935,0.0,0.0967741935483871,15.47741935483871,35.34193548387096,255.6129032258065
92024,7,2022,R,Y,1552,415181.0,268.0,electricity,0.0,0.0,36,20.97741935483871,22.406451612903226,50713.66129032258,44727.26161290323,0.0258064516129032,0.0258064516129032,0.0,0.1612903225806451,15.725806451612904,34.49677419354839,255.2258064516129
92025,7,2022,R,Y,1626,385143.0,237.0,electricity,0.0,0.0,37,22.12258064516129,23.693548387096776,50713.66129032258,45142.15193548387,0.0129032258064516,0.0129032258064516,0.0,0.1290322580645161,14.861290322580643,34.26451612903226,260.258064516129
92026,7,2022,R,N,2730,643010.0,236.0,electricity,0.0,0.0,38,21.68387096774193,22.738709677419354,50753.10225806452,45476.09774193548,0.032258064516129,0.032258064516129,0.0,0.064516129032258,13.061290322580644,33.10322580645161,255.83870967741936
92027,7,2022,R,Y,2639,698153.0,265.0,electricity,0.0,0.0,39,22.990322580645163,23.816129032258065,50733.36483870968,45852.695806451615,0.0064516129032258,0.0064516129032258,0.0,0.032258064516129,13.258064516129032,34.641935483870974,243.8709677419355
92028,7,2022,R,N,4238,879234.0,207.0,electricity,0.0,0.0,40,21.906451612903226,23.016129032258064,50792.68838709678,45319.33580645161,0.0,0.0,0.0,0.0,14.125806451612902,36.37419354838709,226.0
92029,7,2022,R,N,1586,1290474.0,814.0,electricity,0.0,0.0,41,21.116129032258065,22.27741935483871,50713.66129032258,45142.15193548387,0.0129032258064516,0.0129032258064516,0.0,0.1290322580645161,14.861290322580643,34.26451612903226,260.258064516129
92036,7,2022,R,Y,326,338799.0,1039.0,electricity,0.0,0.0,42,28.870967741935484,27.52258064516129,50693.99709677419,46354.830322580645,0.2129032258064516,0.2129032258064516,0.0,0.4516129032258064,15.596774193548388,48.93870967741936,233.83870967741936
92037,7,2022,R,Y,1103,430858.0,391.0,electricity,0.0,0.0,43,20.9,22.241935483870968,50654.77322580645,42389.681935483866,0.5677419354838709,0.5677419354838709,0.0,0.2903225806451613,16.39032258064516,36.9483870967742,257.61290322580646
92040,7,2022,R,N,3119,2884767.0,925.0,electricity,0.0,0.0,44,23.14516129032258,24.11935483870968,50674.36677419355,45297.1664516129,0.0387096774193548,0.0387096774193548,0.0,0.0967741935483871,15.112903225806452,38.70322580645161,252.0
92054,7,2022,R,Y,13032,4608739.0,354.0,electricity,0.0,0.0,45,20.55483870967742,21.89354838709677,50753.10225806452,44040.431935483866,0.032258064516129,0.032258064516129,0.0,0.1612903225806451,19.016129032258064,36.81612903225806,241.06451612903223
92056,7,2022,R,N,16680,5385450.0,323.0,electricity,0.0,0.0,47,20.83225806451613,22.032258064516128,50753.10225806452,44641.85387096774,0.0612903225806451,0.0612903225806451,0.0,0.064516129032258,18.46451612903226,37.16129032258065,241.5483870967742
92057,7,2022,R,N,16266,5454342.0,335.0,electricity,0.0,0.0,48,21.548387096774192,23.006451612903227,50772.8764516129,44756.43483870968,0.032258064516129,0.032258064516129,0.0,0.064516129032258,17.425806451612903,39.83548387096774,232.8709677419355
92058,7,2022,R,Y,5716,3049458.0,533.0,electricity,0.0,0.0,49,21.248387096774195,22.58709677419355,50772.8764516129,44756.43483870968,0.032258064516129,0.032258064516129,0.0,0.064516129032258,17.425806451612903,39.83548387096774,232.8709677419355
92059,7,2022,R,N,394,321910.0,817.0,electricity,0.0,0.0,50,21.48064516129032,22.429032258064517,50792.68838709678,45319.33580645161,0.0,0.0,0.0,0.0,14.125806451612902,36.37419354838709,226.0
92061,7,2022,R,N,383,221584.0,579.0,electricity,0.0,0.0,52,24.15806451612903,25.17419354838709,50772.8764516129,46110.890967741936,0.0,0.0,0.0,0.0,10.470967741935484,35.28709677419355,239.8709677419355
92064,7,2022,R,Y,13067,6170416.0,472.0,electricity,0.0,0.0,53,21.806451612903224,22.97741935483871,50693.99709677419,44451.83,0.032258064516129,0.032258064516129,0.0,0.064516129032258,14.858064516129032,36.14516129032258,260.38709677419354
