ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh,energy_type,TotalTherms,AverageTherms,location_id,temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°)
92109,1,2021,R,N,25561,8999724.0,352.0,electricity,0.0,0.0,79,13.37741935483871,10.912903225806453,36998.01774193549,32290.983870967742,1.4870967741935484,1.4870967741935484,0.0,2.290322580645161,18.703225806451613,37.980645161290326,171.0
92110,1,2021,R,N,12373,4680849.0,378.0,electricity,0.0,0.0,80,13.358064516129032,10.887096774193548,36998.01774193549,32290.983870967742,1.4870967741935484,1.4870967741935484,0.0,2.290322580645161,18.703225806451613,37.980645161290326,171.0
92111,1,2021,R,Y,16662,6431244.0,386.0,electricity,0.0,0.0,81,12.790322580645162,10.193548387096774,36998.01774193549,32290.983870967742,1.4870967741935484,1.4870967741935484,0.0,2.290322580645161,18.703225806451613,37.980645161290326,171.0
92113,1,2021,R,N,12994,4731464.0,364.0,electricity,0.0,0.0,82,13.103225806451611,10.529032258064516,37016.00677419355,32286.09677419355,1.5516129032258066,1.5516129032258066,0.0,2.3870967741935485,19.529032258064515,35.42258064516129,150.1290322580645
92114,1,2021,R,N,17848,7880959.0,442.0,electricity,0.0,0.0,83,13.212903225806452,10.69032258064516,37016.00677419355,32171.044516129037,2.1419354838709674,2.1419354838709674,0.0,2.903225806451613,17.003225806451614,34.196774193548386,153.5483870967742
92115,1,2021,R,Y,22115,8461204.0,383.0,electricity,0.0,0.0,84,12.96774193548387,10.351612903225806,36998.01774193549,32171.52774193548,1.8129032258064517,1.8129032258064517,0.0,2.774193548387097,18.151612903225807,36.10967741935484,128.1290322580645
92116,1,2021,R,N,18189,5489491.0,302.0,electricity,0.0,0.0,85,12.629032258064516,9.974193548387095,36998.01774193549,32290.983870967742,1.4870967741935484,1.4870967741935484,0.0,2.290322580645161,18.703225806451613,37.980645161290326,171.0
92117,1,2021,R,N,21114,8183352.0,388.0,electricity,0.0,0.0,86,12.738709677419354,10.148387096774194,36998.01774193549,32290.983870967742,1.4870967741935484,1.4870967741935484,0.0,2.290322580645161,18.703225806451613,37.980645161290326,171.0
92118,1,2021,R,Y,8210,5352459.0,652.0,electricity,0.0,0.0,87,13.358064516129032,10.71935483870968,37033.96741935484,32304.90258064516,1.5612903225806452,1.5612903225806452,0.0,2.7096774193548385,19.741935483870968,36.79354838709677,152.5806451612903
92119,1,2021,R,N,10151,4068420.0,401.0,electricity,0.0,0.0,88,12.096774193548388,9.283870967741937,36998.01774193549,32061.537096774195,2.551612903225806,2.551612903225806,0.0,2.870967741935484,16.10322580645161,38.23870967741936,126.4516129032258
